log_id,machine_id,operator_id,timestamp,engine_hours,rpm,hydraulic_pressure,fuel_level,fuel_used_l,idle_time_min,active_time_min,speed_kph,tilt_angle,temperature_c,seatbelt,proximity_alert,fault_codes,weather,soil_type,shift
1569,EXC005,OP008,2024-02-02 16:00:00,6713.9,1316,235.6,71.0,5.21,38,119,4.8,19.8,90.8,fastened,1,NONE,sunny,sand,night
1570,EXC005,OP003,2024-02-02 16:30:00,2523.5,2340,297.6,80.4,14.05,57,75,17.7,1.2,66.6,unfastened,0,NONE,rainy,sand,day
1571,EXC001,OP008,2024-02-02 17:00:00,6119.4,2310,253.8,64.7,8.75,31,75,17.6,14.0,87.2,fastened,0,NONE,windy,rock,day
1572,EXC002,OP009,2024-02-02 17:30:00,1209.6,2162,217.1,94.7,7.96,0,46,5.8,15.9,75.8,fastened,0,NONE,rainy,rock,night
1573,EXC004,OP007,2024-02-02 18:00:00,2525.7,892,306.5735561229135,81.2,6.64,1,63,4.3,15.5,61.2,fastened,0,P0562,rainy,rock,night
1574,EXC005,OP004,2024-02-02 18:30:00,3621.3,1174,233.4,43.0,6.31,56,88,4.1,3.3,81.0,fastened,0,NONE,windy,clay,night
1575,EXC001,OP010,2024-02-02 19:00:00,2646.3,1880,195.3,95.3,12.36,57,104,8.7,20.0,73.1,fastened,0,NONE,windy,sand,night
1576,EXC002,OP007,2024-02-02 19:30:00,3157.4,1949,237.4,54.8,10.32,29,95,4.0,7.1,68.3,fastened,0,NONE,sunny,sand,day
1577,EXC003,OP007,2024-02-02 20:00:00,6578.8,1230,197.6,7.1,11.72,7,82,11.7,1.1,109.61120605556533,fastened,0,NONE,windy,rock,day
1578,EXC004,OP009,2024-02-02 20:30:00,2127.7,846,266.7,29.7,6.61,69,95,1.3,1.8,36.4,fastened,0,NONE,windy,clay,day
1579,EXC001,OP009,2024-02-02 21:00:00,5987.7,846,313.2,64.1,4.29,13,13,1.9,10.1,98.3,fastened,0,NONE,sunny,clay,night
1580,EXC004,OP001,2024-02-02 21:30:00,682.3,1832,311.2,19.9,1.76,16,39,5.0,0.9,55.1,fastened,0,NONE,rainy,sand,night
1581,EXC002,OP009,2024-02-02 22:00:00,6149.3,1417,280.6,60.5,11.76,40,36,14.0,17.2,46.9,fastened,0,NONE,windy,sand,night
1582,EXC002,OP008,2024-02-02 22:30:00,6357.0,1483,232.4,39.4,6.52,64,81,5.8,19.0,87.9,fastened,1,NONE,windy,rock,night
1583,EXC003,OP003,2024-02-02 23:00:00,3273.4,2067,264.9,55.8,7.88,89,92,8.5,0.3,47.3,fastened,1,NONE,windy,clay,day
1584,EXC003,OP004,2024-02-02 23:30:00,5807.6,630,139.2,5.2,7.31,56,26,11.8,17.8,104.7,fastened,0,NONE,windy,loam,day
1585,EXC004,OP008,2024-02-03 00:00:00,7329.6,1958,205.4,85.6,6.75,86,31,14.2,21.6,61.5,fastened,0,NONE,sunny,sand,night
1586,EXC002,OP003,2024-02-03 00:30:00,6425.6,1093,156.6,39.4,10.42,58,64,5.5,0.7,52.2,fastened,0,P0562,cloudy,rock,day
1587,EXC005,OP005,2024-02-03 01:00:00,3184.5,2276,100.8,18.3,9.33,76,116,13.2,15.9,106.03646655807657,fastened,0,NONE,sunny,loam,day
1588,EXC001,OP007,2024-02-03 01:30:00,3925.3,2319,303.28434919532515,46.6,14.59,15,10,5.1,22.0,33.1,fastened,0,NONE,sunny,sand,night
1589,EXC005,OP007,2024-02-03 02:00:00,6256.9,1503,290.0,51.2,2.51,5,106,11.6,17.5,37.1,fastened,0,NONE,cloudy,sand,day
1590,EXC001,OP010,2024-02-03 02:30:00,2411.5,1168,213.0,65.6,8.82,60,31,8.1,11.1,30.4,fastened,0,NONE,windy,sand,day
1591,EXC004,OP002,2024-02-03 03:00:00,6450.7,732,155.9,54.8,1.42,62,39,16.7,19.5,54.5,fastened,0,NONE,rainy,rock,day
1592,EXC002,OP003,2024-02-03 03:30:00,2691.8,2319,252.5,9.1,12.21,66,79,17.7,15.6,103.13295532609978,fastened,0,NONE,windy,loam,night
1593,EXC002,OP010,2024-02-03 04:00:00,6467.3,2398,300.6414736464575,87.8,9.44,30,90,13.9,6.4,62.3,fastened,0,NONE,rainy,rock,day
1594,EXC001,OP006,2024-02-03 04:30:00,785.7,937,276.7,48.4,6.71,44,106,16.5,4.9,47.5,unfastened,0,P0217,cloudy,clay,night
1595,EXC004,OP003,2024-02-03 05:00:00,450.7,1403,319.9,12.3,12.13,10,10,2.5,11.3,34.7,fastened,0,NONE,cloudy,loam,night
1596,EXC001,OP003,2024-02-03 05:30:00,7981.6,1462,176.8,78.4,7.1,30,15,11.8,8.2,35.3,fastened,0,NONE,windy,clay,day
1597,EXC004,OP004,2024-02-03 06:00:00,6968.7,1822,153.8,67.7,3.8,61,62,3.6,7.2,43.7,unfastened,0,NONE,cloudy,sand,night
1598,EXC004,OP006,2024-02-03 06:30:00,7074.5,809,296.4971939222523,66.7,7.35,89,71,5.0,3.9,53.7,fastened,1,NONE,cloudy,clay,night
1599,EXC005,OP003,2024-02-03 07:00:00,7615.1,1604,120.5,45.6,1.53,43,38,9.4,18.6,41.1,fastened,0,NONE,windy,clay,night
1600,EXC004,OP007,2024-02-03 07:30:00,3562.7,1964,186.7,44.0,13.52,26,80,13.4,15.5,57.4,fastened,0,NONE,cloudy,loam,night
1601,EXC002,OP005,2024-02-03 08:00:00,2366.0,1620,103.8,56.0,11.1,44,39,13.0,7.3,99.2,fastened,0,NONE,windy,clay,day
1602,EXC004,OP007,2024-02-03 08:30:00,1127.2,1386,125.2,9.8,11.52,68,112,15.7,5.2,49.6,unfastened,0,NONE,windy,loam,day
1603,EXC005,OP002,2024-02-03 09:00:00,4059.6,883,159.8,33.4,13.18,79,29,10.1,2.8,42.6,fastened,0,NONE,sunny,rock,night
1604,EXC002,OP007,2024-02-03 09:30:00,1838.4,975,135.2,98.8,11.98,36,82,16.7,2.5,79.9,unfastened,0,NONE,rainy,sand,night
1605,EXC001,OP010,2024-02-03 10:00:00,7490.9,1378,261.1,67.9,6.76,74,68,16.0,13.8,66.8,fastened,0,NONE,sunny,loam,day
1606,EXC005,OP002,2024-02-03 10:30:00,131.6,682,123.2,44.8,2.22,63,21,15.3,2.4,105.23382906365087,fastened,0,NONE,windy,clay,day
1607,EXC001,OP004,2024-02-03 11:00:00,1231.3,1169,290.5,26.1,5.91,82,76,4.1,21.1,89.1,fastened,0,NONE,sunny,rock,night
1608,EXC003,OP007,2024-02-03 11:30:00,2047.2,1432,148.6,75.8,14.04,66,26,9.6,6.1,83.7,fastened,1,NONE,windy,loam,day
1609,EXC002,OP007,2024-02-03 12:00:00,1671.8,1450,123.9,29.7,14.26,49,69,13.3,0.6,103.3,fastened,0,NONE,windy,sand,day
1610,EXC001,OP007,2024-02-03 12:30:00,1883.6,2066,102.2,20.4,11.63,60,79,17.6,18.8,107.03236769240073,unfastened,0,NONE,rainy,sand,night
1611,EXC004,OP006,2024-02-03 13:00:00,5282.8,2341,257.3,19.7,3.46,28,17,0.2,8.1,73.8,fastened,0,NONE,sunny,clay,day
1612,EXC001,OP007,2024-02-03 13:30:00,2687.3,1913,156.5,74.3,3.32,60,33,5.9,7.5,81.5,fastened,0,NONE,cloudy,clay,night
1613,EXC004,OP007,2024-02-03 14:00:00,4958.7,743,212.1,66.1,13.26,63,42,6.2,2.6,60.7,fastened,0,NONE,cloudy,clay,night
1614,EXC004,OP001,2024-02-03 14:30:00,7133.0,1335,124.6,11.6,2.56,54,112,5.2,14.5,96.6,fastened,1,NONE,windy,sand,night
1615,EXC001,OP008,2024-02-03 15:00:00,4860.2,1913,316.8,15.9,8.97,9,34,14.7,7.9,71.5,fastened,0,P0562,windy,rock,night
1616,EXC001,OP005,2024-02-03 15:30:00,5586.8,819,127.6,65.2,5.98,71,111,0.8,18.1,54.4,fastened,0,NONE,rainy,sand,day
1617,EXC004,OP001,2024-02-03 16:00:00,2987.5,1424,190.6,59.3,4.88,63,68,6.5,13.9,100.1859936708066,fastened,0,NONE,sunny,rock,night
1618,EXC003,OP005,2024-02-03 16:30:00,1361.9,1385,287.4,70.2,10.32,17,114,12.8,19.4,74.0,unfastened,0,NONE,rainy,sand,night
1619,EXC001,OP005,2024-02-03 17:00:00,2632.6,1330,153.9,21.9,14.41,70,101,7.3,13.7,105.19789217252863,fastened,0,NONE,windy,loam,day
1620,EXC005,OP001,2024-02-03 17:30:00,7717.8,1642,158.7,74.0,11.78,75,42,2.6,17.1,90.9,fastened,0,NONE,rainy,rock,day
1621,EXC002,OP010,2024-02-03 18:00:00,5012.3,921,277.9,93.9,7.55,48,71,11.0,15.3,44.0,fastened,0,NONE,windy,loam,night
1622,EXC001,OP003,2024-02-03 18:30:00,2292.3,1531,160.1,62.1,6.89,86,88,9.4,10.2,91.2,fastened,0,NONE,sunny,rock,night
1623,EXC005,OP004,2024-02-03 19:00:00,3662.2,970,100.6,23.6,13.66,77,18,17.7,15.2,31.1,fastened,0,NONE,rainy,clay,day
1624,EXC001,OP005,2024-02-03 19:30:00,6700.6,1825,319.0482120156715,69.6,8.88,41,82,13.5,14.6,74.0,fastened,0,NONE,sunny,rock,day
1625,EXC003,OP009,2024-02-03 20:00:00,5380.7,2156,102.8,37.6,7.7,79,60,17.8,0.1,59.8,fastened,0,NONE,rainy,rock,night
1626,EXC005,OP008,2024-02-03 20:30:00,4529.2,1513,300.2,9.7,10.4,83,13,3.4,15.4,54.9,fastened,0,NONE,rainy,clay,night
1627,EXC003,OP008,2024-02-03 21:00:00,7092.8,1297,241.2,33.7,3.94,9,105,13.7,5.8,62.5,fastened,0,NONE,cloudy,clay,night
1628,EXC003,OP003,2024-02-03 21:30:00,5412.3,2293,228.3,91.0,1.42,89,39,9.9,11.9,46.8,unfastened,0,NONE,windy,clay,day
1629,EXC002,OP009,2024-02-03 22:00:00,5177.6,1787,292.7878229551632,44.1,12.9,0,106,12.8,2.4,43.8,fastened,0,NONE,windy,clay,night
1630,EXC001,OP009,2024-02-03 22:30:00,1599.2,742,314.31781401805694,87.1,9.31,81,32,8.4,0.5,90.4,unfastened,0,NONE,cloudy,loam,day
1631,EXC003,OP005,2024-02-03 23:00:00,940.5,651,249.0,53.3,2.89,84,69,3.8,0.3,47.1,fastened,0,NONE,cloudy,clay,night
1632,EXC005,OP006,2024-02-03 23:30:00,7724.6,628,113.3,54.1,4.82,65,50,0.8,3.5,85.3,fastened,0,P0100,sunny,clay,day
1633,EXC001,OP001,2024-02-04 00:00:00,4831.0,998,293.8,5.5,14.85,24,108,15.1,0.4,83.4,fastened,0,NONE,sunny,sand,day
1634,EXC005,OP008,2024-02-04 00:30:00,3383.9,1025,227.5,65.5,9.7,57,114,14.7,2.9,32.5,unfastened,0,P0100,cloudy,sand,night
1635,EXC003,OP010,2024-02-04 01:00:00,4753.3,1898,274.3,15.2,9.72,19,94,2.9,12.3,96.1,fastened,0,NONE,cloudy,loam,night
1636,EXC003,OP005,2024-02-04 01:30:00,588.3,1501,157.8,50.5,1.55,21,103,11.6,8.8,89.2,fastened,0,NONE,windy,clay,day
1637,EXC001,OP006,2024-02-04 02:00:00,6594.8,2399,311.74502259809856,29.7,14.55,82,94,13.3,21.6,89.7,fastened,0,NONE,windy,loam,night
1638,EXC004,OP005,2024-02-04 02:30:00,1811.5,1573,254.5,42.3,13.45,4,42,10.0,17.8,90.7,fastened,0,NONE,sunny,clay,day
1639,EXC001,OP001,2024-02-04 03:00:00,6455.9,2225,274.7,56.0,8.44,86,111,5.7,3.2,73.7,fastened,0,P0100,sunny,sand,day
1640,EXC002,OP007,2024-02-04 03:30:00,4321.6,1594,184.9,6.4,4.99,40,68,15.9,9.2,104.5,fastened,0,NONE,rainy,sand,day
1641,EXC004,OP008,2024-02-04 04:00:00,2284.9,1244,105.2,32.0,10.62,5,47,11.6,9.5,43.4,fastened,0,NONE,cloudy,loam,night
1642,EXC001,OP010,2024-02-04 04:30:00,338.7,1886,280.0,99.0,12.58,70,31,13.0,8.0,35.4,unfastened,0,P0217,rainy,clay,night
1643,EXC003,OP010,2024-02-04 05:00:00,6545.1,1408,145.3,10.5,11.9,4,88,11.7,10.9,82.8,fastened,0,NONE,cloudy,sand,night
1644,EXC003,OP005,2024-02-04 05:30:00,1494.0,1094,174.6,35.3,14.67,29,40,13.0,14.7,52.0,fastened,1,NONE,cloudy,rock,night
1645,EXC001,OP010,2024-02-04 06:00:00,509.3,1451,238.2,35.5,9.73,21,81,2.6,14.1,75.6,fastened,0,NONE,cloudy,rock,day
1646,EXC002,OP006,2024-02-04 06:30:00,6071.4,1796,122.0,41.0,5.16,70,17,16.6,7.9,106.71388651105188,fastened,1,P0562,rainy,sand,night
1647,EXC002,OP007,2024-02-04 07:00:00,2865.3,1276,115.8,70.1,7.72,35,79,5.1,15.5,55.0,fastened,0,NONE,sunny,clay,day
1648,EXC004,OP007,2024-02-04 07:30:00,3175.7,1867,105.7,28.5,12.34,58,80,15.1,6.4,97.0,fastened,0,NONE,windy,loam,night
1649,EXC005,OP010,2024-02-04 08:00:00,2051.8,2365,301.7,48.7,4.35,6,67,16.1,18.4,40.7,fastened,0,NONE,cloudy,loam,night
1650,EXC005,OP008,2024-02-04 08:30:00,6887.5,1340,168.5,66.3,3.86,62,82,11.7,21.2,44.2,fastened,0,P0562,sunny,rock,night
1651,EXC001,OP002,2024-02-04 09:00:00,2448.9,1131,245.3,35.6,11.01,63,119,10.8,6.5,80.1,fastened,0,P0562,rainy,loam,day
1652,EXC001,OP001,2024-02-04 09:30:00,1760.5,1323,317.6,95.1,6.94,25,102,2.0,17.3,88.7,fastened,0,NONE,sunny,sand,day
1653,EXC001,OP005,2024-02-04 10:00:00,2543.1,2108,247.3,98.1,12.34,79,58,7.9,17.9,92.4,unfastened,0,NONE,rainy,loam,night
1654,EXC003,OP006,2024-02-04 10:30:00,1704.9,922,215.5,16.4,2.58,42,105,11.0,10.8,47.3,fastened,0,NONE,sunny,loam,day
1655,EXC001,OP007,2024-02-04 11:00:00,2609.5,2352,214.6,37.7,5.37,60,114,1.5,1.9,96.2,fastened,0,P0100,cloudy,loam,day
1656,EXC002,OP005,2024-02-04 11:30:00,755.2,1345,182.9,24.8,4.39,16,27,2.0,17.3,75.7,fastened,0,NONE,rainy,loam,day
1657,EXC005,OP006,2024-02-04 12:00:00,1352.4,2114,232.0,22.7,10.62,83,49,17.9,9.0,91.7,fastened,0,P0217,cloudy,sand,day
1658,EXC005,OP010,2024-02-04 12:30:00,3394.7,2016,310.9,51.6,11.51,22,91,6.0,4.6,35.1,fastened,0,NONE,windy,clay,day
1659,EXC005,OP004,2024-02-04 13:00:00,7047.8,2010,273.4,58.6,7.11,56,66,6.3,13.8,56.8,fastened,0,NONE,cloudy,rock,day
1660,EXC002,OP005,2024-02-04 13:30:00,552.6,2236,193.3,45.4,7.43,8,24,4.5,9.6,69.4,fastened,0,NONE,rainy,rock,night
1661,EXC004,OP006,2024-02-04 14:00:00,1780.1,932,299.6266500078648,30.9,2.41,4,61,11.6,1.9,73.3,fastened,0,NONE,sunny,rock,day
1662,EXC004,OP005,2024-02-04 14:30:00,7275.9,1668,294.4,31.5,10.68,11,51,8.5,21.6,37.4,fastened,0,NONE,windy,rock,night
1663,EXC001,OP010,2024-02-04 15:00:00,7131.1,778,129.9,99.3,14.89,84,91,14.2,5.4,70.4,fastened,0,NONE,rainy,clay,day
1664,EXC003,OP010,2024-02-04 15:30:00,5467.7,1138,286.9,92.7,11.78,18,66,9.2,11.2,79.9,fastened,0,NONE,rainy,rock,night
1665,EXC003,OP006,2024-02-04 16:00:00,1999.7,670,156.1,12.2,3.74,67,25,0.3,14.7,57.1,unfastened,0,NONE,cloudy,sand,day
1666,EXC002,OP005,2024-02-04 16:30:00,3416.5,1828,257.4,67.4,9.54,52,15,8.7,2.5,67.6,fastened,1,NONE,cloudy,clay,night
1667,EXC004,OP006,2024-02-04 17:00:00,1768.6,1693,277.4,48.4,4.78,7,41,1.0,16.3,51.9,unfastened,0,NONE,cloudy,loam,day
1668,EXC004,OP002,2024-02-04 17:30:00,1115.8,1932,204.9,70.4,0.94,39,27,14.9,14.3,95.3,unfastened,0,NONE,cloudy,clay,night
1669,EXC003,OP005,2024-02-04 18:00:00,3102.0,917,142.3,61.7,3.11,43,106,2.0,10.9,74.9,fastened,0,NONE,sunny,clay,night
1670,EXC004,OP003,2024-02-04 18:30:00,4649.0,1197,285.8,89.5,1.99,24,39,3.9,11.6,71.3,fastened,0,NONE,rainy,sand,day
1671,EXC004,OP002,2024-02-04 19:00:00,2943.5,1817,180.9,11.4,3.34,54,79,8.3,21.0,100.8,fastened,0,NONE,rainy,loam,day
1672,EXC003,OP001,2024-02-04 19:30:00,4925.5,2087,170.5,38.2,12.04,77,24,3.5,20.0,79.9,fastened,0,P0100,rainy,clay,day
1673,EXC002,OP006,2024-02-04 20:00:00,2440.4,2194,212.2,98.6,4.75,79,58,9.7,2.5,51.0,unfastened,0,NONE,rainy,sand,night
1674,EXC004,OP001,2024-02-04 20:30:00,2832.2,732,195.7,22.3,11.48,47,112,8.3,8.1,78.1,fastened,0,P0562,rainy,sand,night
1675,EXC004,OP007,2024-02-04 21:00:00,6346.3,1324,250.3,17.1,14.26,80,80,17.1,11.4,102.1,fastened,0,NONE,windy,sand,day
1676,EXC005,OP005,2024-02-04 21:30:00,7038.7,669,130.2,74.3,8.83,81,41,1.6,20.2,31.8,fastened,0,NONE,rainy,loam,night
1677,EXC001,OP004,2024-02-04 22:00:00,2644.1,2073,195.9,78.9,7.54,7,92,10.4,18.0,77.0,unfastened,0,NONE,rainy,sand,night
1678,EXC003,OP008,2024-02-04 22:30:00,4615.0,821,296.2,68.9,11.38,57,65,13.0,8.5,41.8,fastened,0,NONE,cloudy,sand,day
1679,EXC005,OP006,2024-02-04 23:00:00,2297.5,2079,107.9,78.7,1.91,69,35,2.3,19.5,91.2,fastened,0,NONE,sunny,sand,day
1680,EXC003,OP008,2024-02-04 23:30:00,521.3,880,200.6,70.9,6.71,1,119,11.5,8.3,78.1,fastened,0,P0217,cloudy,sand,day
1681,EXC005,OP008,2024-02-05 00:00:00,5929.1,627,245.3,17.9,7.73,54,113,15.6,6.0,100.3,fastened,0,NONE,rainy,loam,night
1682,EXC001,OP001,2024-02-05 00:30:00,1450.9,2182,295.3,62.8,12.55,82,72,14.2,13.4,80.2,fastened,0,P0100,rainy,sand,night
1683,EXC001,OP003,2024-02-05 01:00:00,3463.1,1389,230.6,78.8,12.31,24,13,16.8,7.8,31.3,fastened,0,NONE,rainy,clay,day
1684,EXC004,OP006,2024-02-05 01:30:00,3947.7,1364,281.4,87.2,12.8,77,55,13.0,13.7,68.3,fastened,0,NONE,rainy,sand,night
1685,EXC002,OP010,2024-02-05 02:00:00,1557.3,1764,149.0,28.4,10.62,84,66,7.1,9.0,97.8,fastened,0,NONE,sunny,clay,night
1686,EXC003,OP002,2024-02-05 02:30:00,847.0,1094,306.0063792860001,17.1,8.19,57,112,16.6,17.5,47.4,fastened,1,NONE,windy,loam,night
1687,EXC003,OP002,2024-02-05 03:00:00,2849.3,1843,307.3,79.2,12.5,56,90,4.1,21.0,36.2,unfastened,0,NONE,rainy,loam,day
1688,EXC003,OP010,2024-02-05 03:30:00,7623.1,1372,294.9,29.4,13.16,48,34,10.5,5.9,84.0,fastened,1,NONE,cloudy,loam,night
1689,EXC005,OP010,2024-02-05 04:00:00,4959.6,1090,222.7,8.0,7.47,36,66,13.8,11.2,67.7,fastened,0,P0217,rainy,loam,night
1690,EXC001,OP002,2024-02-05 04:30:00,3113.1,1310,204.6,83.4,14.79,40,29,15.7,15.9,33.6,fastened,0,NONE,windy,sand,day
1691,EXC004,OP005,2024-02-05 05:00:00,407.4,611,199.2,53.1,13.18,47,62,16.5,3.5,51.0,unfastened,0,NONE,sunny,rock,day
1692,EXC005,OP007,2024-02-05 05:30:00,4842.2,1142,112.9,36.0,7.9,43,68,1.5,17.5,54.5,fastened,0,NONE,cloudy,sand,night
1693,EXC004,OP002,2024-02-05 06:00:00,828.8,1664,296.3,6.1,1.5,74,66,13.1,12.8,80.1,fastened,0,NONE,sunny,loam,night
1694,EXC002,OP004,2024-02-05 06:30:00,4386.1,848,280.0,8.4,3.76,69,57,3.7,3.3,65.4,fastened,0,NONE,cloudy,clay,night
1695,EXC001,OP004,2024-02-05 07:00:00,6040.4,813,200.4,80.3,11.76,31,58,14.0,19.1,66.5,fastened,0,NONE,sunny,clay,night
1696,EXC004,OP007,2024-02-05 07:30:00,3446.3,1780,161.5,51.5,2.11,46,97,12.6,9.4,90.5,fastened,0,NONE,windy,loam,night
1697,EXC003,OP004,2024-02-05 08:00:00,2465.4,1370,175.4,19.2,7.31,19,65,3.3,3.9,50.9,fastened,0,P0562,windy,sand,day
1698,EXC001,OP005,2024-02-05 08:30:00,474.3,845,127.1,39.1,9.27,15,14,15.0,4.3,80.4,fastened,0,P0562,windy,sand,night
1699,EXC002,OP003,2024-02-05 09:00:00,295.7,861,258.8,20.7,13.24,70,91,8.3,17.3,57.6,unfastened,0,NONE,cloudy,rock,day
1700,EXC005,OP008,2024-02-05 09:30:00,3497.2,753,222.5,15.7,12.78,80,77,9.8,20.6,61.4,fastened,1,NONE,windy,sand,night
1701,EXC002,OP002,2024-02-05 10:00:00,7078.4,2374,151.5,31.2,11.58,76,86,17.5,8.3,71.7,unfastened,0,NONE,sunny,rock,night
1702,EXC001,OP003,2024-02-05 10:30:00,2028.1,963,237.1,57.2,6.41,11,88,11.8,1.7,82.2,unfastened,0,NONE,sunny,sand,day
1703,EXC004,OP003,2024-02-05 11:00:00,4635.0,1266,315.4,25.0,2.56,29,29,10.6,2.2,100.9,fastened,0,NONE,cloudy,loam,night
1704,EXC001,OP010,2024-02-05 11:30:00,5506.0,637,126.9,37.6,10.21,70,116,0.3,14.4,50.2,fastened,0,P0100,cloudy,clay,night
1705,EXC005,OP010,2024-02-05 12:00:00,580.6,733,200.9,50.4,3.13,18,118,3.6,8.2,37.8,fastened,0,P0217,windy,rock,day
1706,EXC005,OP006,2024-02-05 12:30:00,1309.5,2050,208.7,44.9,8.64,33,26,0.5,9.4,62.2,fastened,1,NONE,windy,sand,night
1707,EXC005,OP002,2024-02-05 13:00:00,2717.1,1174,136.7,17.2,14.72,64,34,6.0,7.4,71.0,fastened,0,NONE,windy,sand,night
1708,EXC005,OP008,2024-02-05 13:30:00,5393.7,825,216.9,8.7,8.48,80,37,6.2,10.2,47.1,fastened,0,NONE,windy,loam,day
1709,EXC002,OP005,2024-02-05 14:00:00,3568.4,2154,233.3,8.4,9.86,16,116,9.5,14.2,96.8,unfastened,0,NONE,rainy,sand,night
1710,EXC002,OP009,2024-02-05 14:30:00,5900.1,756,134.6,38.3,10.32,21,112,12.4,11.9,89.9,fastened,0,NONE,rainy,clay,night
1711,EXC002,OP004,2024-02-05 15:00:00,6954.0,833,134.0,73.3,12.54,42,39,3.2,3.6,67.0,fastened,0,P0100,sunny,sand,night
1712,EXC003,OP010,2024-02-05 15:30:00,6091.1,2309,288.4,17.5,6.81,28,79,10.8,10.8,101.31493515054464,fastened,1,P0217,sunny,clay,day
1713,EXC005,OP009,2024-02-05 16:00:00,7938.8,2300,168.5,79.8,7.71,71,36,16.5,10.1,33.1,fastened,0,NONE,windy,sand,night
1714,EXC004,OP003,2024-02-05 16:30:00,6059.5,1433,299.159186680879,73.0,3.05,20,14,3.3,12.0,109.10020241220991,fastened,0,P0100,rainy,clay,night
1715,EXC004,OP008,2024-02-05 17:00:00,6832.2,1837,308.3453799563855,5.4,9.41,36,35,11.9,2.4,74.7,fastened,0,NONE,windy,rock,night
1716,EXC005,OP003,2024-02-05 17:30:00,6675.7,1734,313.3814706530312,7.5,4.79,49,18,0.8,3.4,96.9,fastened,0,NONE,sunny,clay,day
1717,EXC004,OP004,2024-02-05 18:00:00,5869.1,1704,262.8,23.5,7.86,34,103,9.6,11.7,67.6,fastened,0,P0100,rainy,sand,day
1718,EXC002,OP003,2024-02-05 18:30:00,6434.2,641,296.92625850277574,10.3,11.62,55,96,13.3,6.1,41.8,fastened,0,NONE,cloudy,loam,day
1719,EXC003,OP007,2024-02-05 19:00:00,7484.0,1593,237.5,55.5,0.75,71,30,0.6,13.8,43.5,unfastened,0,NONE,cloudy,rock,night
1720,EXC003,OP003,2024-02-05 19:30:00,3854.1,1101,198.9,8.8,8.68,47,72,6.0,8.2,42.0,fastened,0,NONE,rainy,rock,day
1721,EXC001,OP007,2024-02-05 20:00:00,5142.5,2053,186.6,81.3,3.01,41,32,15.8,4.9,100.4,fastened,0,NONE,cloudy,loam,day
1722,EXC004,OP006,2024-02-05 20:30:00,4168.0,1509,183.4,51.8,4.55,85,72,4.1,14.4,89.5,fastened,0,NONE,sunny,loam,night
1723,EXC004,OP008,2024-02-05 21:00:00,6823.2,822,192.0,74.2,1.0,88,108,13.0,8.7,91.9,fastened,0,NONE,windy,loam,day
1724,EXC004,OP010,2024-02-05 21:30:00,3507.7,2195,128.4,76.3,2.96,89,106,11.0,3.5,93.0,fastened,0,NONE,rainy,loam,day
1725,EXC003,OP001,2024-02-05 22:00:00,6575.8,1111,193.3,53.1,14.81,1,101,2.9,17.8,37.2,fastened,1,NONE,cloudy,sand,night
1726,EXC004,OP010,2024-02-05 22:30:00,6414.9,1088,185.7,92.9,14.98,75,36,13.4,9.5,82.7,fastened,0,NONE,rainy,rock,night
1727,EXC005,OP002,2024-02-05 23:00:00,7698.9,2285,315.3310069527322,99.1,10.94,80,30,9.6,20.1,82.8,fastened,0,NONE,sunny,loam,day
1728,EXC003,OP006,2024-02-05 23:30:00,2066.5,637,160.5,39.1,9.37,81,27,2.0,4.3,46.9,fastened,1,P0100,cloudy,rock,night
1729,EXC003,OP004,2024-02-06 00:00:00,5706.0,2147,265.4,17.0,11.77,67,23,17.1,19.3,66.8,unfastened,0,NONE,cloudy,clay,night
1730,EXC001,OP007,2024-02-06 00:30:00,6079.7,1791,227.1,39.5,13.5,32,77,8.9,18.0,79.7,fastened,0,NONE,cloudy,rock,day
1731,EXC004,OP008,2024-02-06 01:00:00,7496.6,2238,277.4,26.2,8.03,65,82,13.4,2.3,97.3,fastened,0,P0100,cloudy,clay,day
1732,EXC005,OP009,2024-02-06 01:30:00,7264.5,807,219.4,55.4,1.01,52,107,3.9,11.7,38.3,fastened,1,P0100,windy,rock,day
1733,EXC004,OP005,2024-02-06 02:00:00,4630.9,1679,287.9,40.9,10.79,74,19,2.5,14.4,96.9,fastened,0,NONE,sunny,loam,night
1734,EXC005,OP010,2024-02-06 02:30:00,4675.3,1128,275.1,50.6,14.78,31,39,13.3,10.9,99.2,fastened,0,NONE,rainy,rock,day
1735,EXC005,OP004,2024-02-06 03:00:00,1421.6,1317,311.2821072139051,77.5,4.24,66,90,12.1,8.6,99.3,fastened,1,NONE,windy,rock,night
1736,EXC004,OP003,2024-02-06 03:30:00,7802.2,1028,314.9,31.0,7.22,70,84,4.9,20.8,30.4,fastened,0,NONE,windy,rock,night
1737,EXC003,OP004,2024-02-06 04:00:00,2114.6,969,103.2,56.1,5.74,75,57,13.4,15.4,46.6,fastened,0,NONE,windy,rock,day
1738,EXC001,OP006,2024-02-06 04:30:00,5825.4,1396,231.3,36.8,6.16,15,26,9.1,21.2,81.8,fastened,0,NONE,cloudy,sand,night
1739,EXC001,OP007,2024-02-06 05:00:00,6386.8,2252,274.4,79.6,10.96,77,63,6.3,18.6,54.1,fastened,0,NONE,rainy,clay,day
1740,EXC002,OP009,2024-02-06 05:30:00,3585.6,1743,173.0,65.8,5.99,19,28,14.2,18.0,34.6,fastened,0,NONE,rainy,rock,day
