task_id,machine_id,operator_id,task_type,estimated_time,actual_time,weather,soil_type,operator_skill,machine_age_yrs,load_weight_t,completed,date
762,EXC001,OP006,grade,45.9,53.2,sunny,clay,senior,8.8,13.8,1,2024-01-30 00:00:00
763,EXC002,OP007,load,34.8,72.4,rainy,clay,junior,9.0,11.5,0,2024-04-24 00:00:00
764,EXC004,OP009,grade,43.7,50.4,sunny,clay,mid,5.6,11.0,1,2024-02-20 00:00:00
765,EXC002,OP010,load,39.1,40.4,cloudy,loam,mid,3.8,23.4,1,2024-04-03 00:00:00
766,EXC005,OP007,compact,40.6,39.2,sunny,loam,mid,3.1,21.5,1,2024-01-10 00:00:00
767,EXC004,OP003,dig,58.2,70.0,cloudy,clay,mid,14.7,23.4,1,2024-09-06 00:00:00
768,EXC002,OP009,dig,58.1,57.9,sunny,loam,mid,6.1,19.2,1,2024-10-20 00:00:00
769,EXC004,OP005,dig,54.8,77.8,windy,sand,junior,9.5,20.4,1,2024-08-05 00:00:00
770,EXC002,OP002,dig,61.5,70.6,sunny,clay,senior,2.6,12.6,1,2024-01-13 00:00:00
771,EXC002,OP009,compact,51.1,61.5,cloudy,loam,mid,13.9,23.6,1,2024-09-05 00:00:00
772,EXC004,OP010,dig,54.5,88.4,windy,rock,junior,2.5,9.5,1,2024-04-24 00:00:00
773,EXC003,OP008,load,35.2,67.1,rainy,loam,junior,13.8,12.2,1,2024-06-09 00:00:00
774,EXC004,OP010,dig,46.2,61.4,sunny,sand,junior,0.1,15.6,1,2024-08-01 00:00:00
775,EXC001,OP001,grade,42.3,56.4,windy,loam,junior,7.0,16.0,1,2024-08-18 00:00:00
776,EXC004,OP007,grade,42.5,75.1,rainy,rock,mid,5.3,11.2,1,2024-06-26 00:00:00
777,EXC001,OP005,compact,39.1,58.4,sunny,sand,junior,14.0,7.3,1,2024-05-11 00:00:00
778,EXC005,OP004,trench,70.6,106.6,rainy,rock,mid,13.4,18.8,1,2024-08-20 00:00:00
779,EXC005,OP004,load,23.9,50.5,rainy,rock,mid,7.6,6.2,0,2024-12-28 00:00:00
780,EXC003,OP004,dig,66.7,70.7,cloudy,sand,mid,7.9,18.9,1,2024-10-05 00:00:00
781,EXC004,OP004,trench,70.5,68.8,cloudy,clay,senior,2.9,8.4,1,2024-06-20 00:00:00
782,EXC003,OP005,dig,48.5,47.4,sunny,loam,senior,8.6,6.3,1,2024-09-22 00:00:00
783,EXC004,OP004,dig,56.7,63.1,rainy,sand,senior,10.2,14.9,1,2024-09-09 00:00:00
784,EXC001,OP010,load,31.3,57.8,cloudy,clay,junior,1.2,17.9,1,2024-04-11 00:00:00
785,EXC003,OP002,trench,71.7,78.8,rainy,loam,senior,11.7,4.2,1,2024-01-27 00:00:00
786,EXC003,OP005,grade,42.9,66.4,cloudy,clay,junior,1.2,10.3,1,2024-05-07 00:00:00
787,EXC005,OP006,trench,77.2,123.5,windy,rock,junior,14.8,4.8,1,2024-05-23 00:00:00
788,EXC003,OP002,load,24.5,63.8,windy,rock,junior,5.6,1.8,0,2024-04-05 00:00:00
789,EXC001,OP005,grade,48.2,68.7,windy,clay,junior,1.4,6.1,1,2024-08-15 00:00:00
790,EXC003,OP009,dig,59.6,51.4,sunny,loam,senior,8.7,19.1,1,2024-07-21 00:00:00
791,EXC003,OP009,trench,74.0,75.6,cloudy,sand,mid,8.0,23.5,0,2024-04-06 00:00:00
792,EXC001,OP001,compact,42.6,50.5,windy,sand,junior,8.9,7.5,1,2024-02-29 00:00:00
793,EXC002,OP003,grade,43.0,48.9,windy,loam,mid,11.7,18.7,1,2024-12-24 00:00:00
794,EXC001,OP002,compact,37.5,40.5,windy,sand,senior,6.8,21.8,1,2024-05-19 00:00:00
795,EXC005,OP009,trench,61.2,74.1,rainy,loam,senior,5.6,3.7,1,2024-06-30 00:00:00
796,EXC002,OP005,dig,52.8,72.8,cloudy,rock,mid,7.7,10.8,1,2024-06-28 00:00:00
797,EXC001,OP001,compact,38.1,49.2,rainy,loam,senior,4.3,6.3,1,2024-11-30 00:00:00
798,EXC005,OP002,load,36.5,61.4,windy,sand,junior,14.0,8.1,1,2024-05-19 00:00:00
799,EXC005,OP002,load,37.5,65.9,rainy,rock,mid,5.6,2.8,1,2024-02-25 00:00:00
800,EXC004,OP001,compact,34.8,52.8,windy,rock,senior,9.5,24.3,1,2024-12-04 00:00:00
801,EXC004,OP007,compact,43.0,50.7,sunny,loam,junior,10.0,16.8,1,2024-02-05 00:00:00
802,EXC001,OP004,load,25.5,61.9,windy,rock,junior,3.0,9.7,0,2024-07-14 00:00:00
803,EXC005,OP009,compact,46.5,82.1,windy,rock,senior,13.0,5.0,1,2024-10-10 00:00:00
804,EXC004,OP003,load,33.8,63.3,windy,clay,junior,2.2,24.7,1,2024-04-08 00:00:00
805,EXC003,OP003,compact,43.3,43.3,cloudy,sand,mid,4.3,20.3,1,2024-10-23 00:00:00
806,EXC003,OP008,dig,55.5,69.4,rainy,loam,mid,9.1,3.4,1,2024-03-03 00:00:00
807,EXC003,OP002,load,29.7,26.5,windy,sand,senior,6.0,13.2,1,2024-05-13 00:00:00
808,EXC002,OP010,grade,43.8,52.4,cloudy,rock,senior,4.2,4.7,0,2024-11-24 00:00:00
809,EXC002,OP004,load,31.9,50.7,rainy,rock,mid,1.2,16.1,1,2024-06-23 00:00:00
810,EXC001,OP007,compact,33.9,38.1,rainy,sand,senior,3.5,13.1,1,2024-04-30 00:00:00
811,EXC005,OP001,grade,47.8,65.1,windy,rock,senior,12.4,2.6,1,2024-08-17 00:00:00
812,EXC001,OP008,dig,59.9,71.2,rainy,clay,senior,4.7,7.0,1,2024-10-04 00:00:00
813,EXC005,OP005,trench,69.3,78.8,sunny,clay,senior,10.6,23.8,1,2024-12-29 00:00:00
814,EXC001,OP005,compact,37.6,45.9,cloudy,rock,senior,8.2,16.2,1,2024-11-05 00:00:00
815,EXC004,OP008,compact,40.9,60.0,cloudy,clay,junior,12.4,5.4,1,2024-10-27 00:00:00
816,EXC004,OP009,trench,75.2,97.9,windy,loam,junior,11.7,10.0,1,2024-04-16 00:00:00
817,EXC001,OP009,grade,47.3,65.3,windy,rock,mid,5.0,2.0,1,2024-12-23 00:00:00
818,EXC002,OP001,grade,46.4,48.9,sunny,clay,mid,3.6,21.0,1,2024-12-14 00:00:00
819,EXC002,OP007,load,24.9,15.2,cloudy,loam,senior,8.8,16.5,1,2024-12-02 00:00:00
820,EXC004,OP002,load,30.2,41.7,windy,clay,senior,8.8,7.8,1,2024-05-22 00:00:00
821,EXC001,OP005,compact,45.7,51.8,windy,sand,mid,8.6,11.8,1,2024-02-28 00:00:00
822,EXC003,OP005,dig,52.3,69.3,cloudy,clay,mid,14.1,19.3,1,2024-03-22 00:00:00
823,EXC004,OP008,trench,70.1,74.0,cloudy,sand,senior,13.8,19.7,1,2024-07-13 00:00:00
824,EXC004,OP007,grade,51.3,50.2,cloudy,loam,mid,4.1,4.4,1,2024-03-26 00:00:00
825,EXC003,OP008,dig,53.3,77.1,cloudy,rock,mid,6.4,22.0,1,2024-09-02 00:00:00
826,EXC004,OP008,trench,70.1,69.0,sunny,loam,mid,8.2,19.3,1,2024-05-10 00:00:00
827,EXC002,OP009,compact,34.6,37.0,windy,sand,mid,7.9,10.8,1,2024-02-26 00:00:00
828,EXC001,OP004,compact,42.0,45.3,sunny,loam,mid,10.8,3.9,1,2024-08-25 00:00:00
829,EXC002,OP009,trench,71.0,65.9,cloudy,loam,senior,6.5,23.4,1,2024-02-18 00:00:00
830,EXC004,OP005,grade,40.9,50.9,windy,sand,mid,7.5,2.2,1,2024-03-12 00:00:00
831,EXC004,OP002,compact,45.6,56.0,cloudy,clay,senior,10.9,21.1,1,2024-08-03 00:00:00
832,EXC004,OP010,dig,68.9,81.4,sunny,clay,mid,12.8,3.6,1,2024-04-10 00:00:00
833,EXC001,OP009,grade,39.3,85.2,rainy,rock,junior,0.2,21.4,1,2024-05-06 00:00:00
834,EXC005,OP008,dig,53.3,53.2,sunny,loam,mid,14.4,18.7,1,2024-11-26 00:00:00
835,EXC004,OP001,load,23.7,35.3,cloudy,clay,mid,1.9,10.9,1,2024-10-28 00:00:00
836,EXC002,OP002,load,27.8,55.5,sunny,rock,junior,1.2,4.6,1,2024-09-07 00:00:00
837,EXC004,OP008,dig,51.1,103.8,rainy,rock,junior,9.4,11.3,1,2024-03-09 00:00:00
838,EXC001,OP007,trench,70.8,88.1,sunny,rock,senior,14.3,12.3,1,2024-10-11 00:00:00
839,EXC003,OP002,load,34.4,49.2,sunny,sand,junior,13.8,10.2,1,2024-04-04 00:00:00
840,EXC003,OP004,dig,52.9,64.3,windy,sand,junior,5.2,5.0,1,2024-07-01 00:00:00
841,EXC004,OP004,grade,40.3,59.4,windy,loam,junior,12.0,15.6,0,2024-04-04 00:00:00
842,EXC005,OP002,load,22.6,29.9,windy,sand,senior,12.3,22.4,1,2024-06-21 00:00:00
843,EXC004,OP003,dig,49.0,73.1,sunny,rock,senior,12.9,7.8,1,2024-01-28 00:00:00
844,EXC005,OP004,dig,50.6,67.8,cloudy,loam,junior,11.7,19.8,1,2024-02-27 00:00:00
845,EXC004,OP005,load,36.9,56.2,windy,clay,mid,2.5,7.5,1,2024-10-18 00:00:00
846,EXC003,OP001,load,34.5,31.0,cloudy,loam,senior,8.5,6.6,1,2024-04-22 00:00:00
847,EXC001,OP002,dig,46.7,44.4,cloudy,sand,mid,7.9,10.5,0,2024-07-14 00:00:00
848,EXC001,OP006,dig,53.3,72.2,sunny,rock,senior,15.0,23.6,1,2024-07-12 00:00:00
849,EXC003,OP007,grade,49.6,66.8,cloudy,rock,senior,8.1,5.4,1,2024-07-05 00:00:00
850,EXC004,OP004,trench,68.2,69.8,cloudy,sand,mid,8.5,12.4,1,2024-01-06 00:00:00
851,EXC004,OP010,grade,43.6,46.6,cloudy,loam,mid,0.6,15.9,1,2024-12-26 00:00:00
852,EXC004,OP001,load,29.7,49.1,sunny,clay,junior,7.9,16.1,1,2024-10-28 00:00:00
853,EXC003,OP005,load,35.8,42.9,sunny,clay,senior,3.7,17.1,1,2024-01-27 00:00:00
854,EXC001,OP003,load,24.3,37.3,cloudy,sand,junior,8.4,6.8,1,2024-01-30 00:00:00
855,EXC005,OP009,compact,39.9,58.5,cloudy,clay,junior,3.8,12.2,1,2024-01-23 00:00:00
856,EXC005,OP002,dig,55.9,65.4,sunny,sand,mid,11.6,21.5,0,2024-03-10 00:00:00
857,EXC005,OP002,grade,48.6,68.5,rainy,clay,senior,6.6,13.1,1,2024-11-26 00:00:00
858,EXC002,OP003,grade,42.6,50.5,sunny,clay,mid,7.9,17.3,1,2024-04-07 00:00:00
859,EXC004,OP009,compact,42.2,71.4,rainy,loam,mid,12.1,17.1,1,2024-09-21 00:00:00
860,EXC002,OP008,dig,49.7,67.3,cloudy,clay,mid,13.2,1.9,0,2024-12-04 00:00:00
861,EXC001,OP002,grade,39.8,39.9,windy,sand,senior,8.4,5.7,1,2024-04-21 00:00:00
862,EXC005,OP004,dig,56.7,57.2,cloudy,clay,senior,1.8,5.6,1,2024-01-10 00:00:00
863,EXC005,OP006,load,41.2,46.1,cloudy,sand,mid,3.8,2.4,1,2024-04-08 00:00:00
864,EXC005,OP009,trench,67.0,79.1,cloudy,sand,junior,6.2,5.4,0,2024-06-30 00:00:00
865,EXC004,OP005,compact,37.2,69.7,cloudy,rock,junior,11.3,14.4,1,2024-06-20 00:00:00
866,EXC005,OP005,dig,49.5,51.4,windy,sand,mid,4.3,22.5,1,2024-10-10 00:00:00
867,EXC001,OP008,compact,33.0,38.7,windy,sand,mid,8.4,10.3,1,2024-05-12 00:00:00
868,EXC005,OP006,compact,32.5,39.5,sunny,clay,mid,5.9,1.8,1,2024-06-15 00:00:00
869,EXC001,OP003,compact,44.1,51.3,sunny,rock,senior,5.1,18.9,1,2024-01-15 00:00:00
870,EXC004,OP002,dig,53.2,70.3,windy,sand,junior,13.3,16.8,1,2024-10-12 00:00:00
871,EXC002,OP004,compact,41.0,41.3,sunny,rock,senior,8.8,14.7,1,2024-08-20 00:00:00
872,EXC004,OP003,compact,40.5,54.2,rainy,clay,senior,2.4,12.6,1,2024-05-10 00:00:00
873,EXC005,OP004,compact,43.2,65.0,cloudy,clay,junior,14.2,13.8,1,2024-08-28 00:00:00
874,EXC002,OP001,trench,64.4,78.2,cloudy,loam,junior,10.9,11.5,1,2024-10-25 00:00:00
875,EXC004,OP005,load,14.1,32.0,sunny,rock,senior,10.5,14.2,1,2024-08-25 00:00:00
876,EXC002,OP004,grade,49.7,53.8,windy,sand,mid,4.4,17.9,1,2024-05-22 00:00:00
877,EXC002,OP002,grade,40.5,45.2,cloudy,sand,senior,11.9,15.4,1,2024-06-05 00:00:00
878,EXC005,OP001,trench,73.4,89.4,rainy,clay,mid,5.7,4.2,1,2024-04-02 00:00:00
879,EXC002,OP010,load,27.9,37.1,cloudy,sand,junior,1.4,3.4,1,2024-10-01 00:00:00
880,EXC005,OP007,compact,44.9,84.7,rainy,rock,senior,12.2,24.1,1,2024-12-14 00:00:00
881,EXC002,OP010,load,29.1,28.5,sunny,clay,senior,7.2,9.8,1,2024-10-21 00:00:00
882,EXC002,OP003,compact,48.6,93.3,rainy,rock,junior,10.1,5.9,1,2024-04-26 00:00:00
883,EXC005,OP005,trench,70.2,96.9,cloudy,clay,junior,8.2,10.6,1,2024-01-01 00:00:00
884,EXC005,OP007,dig,59.4,102.9,sunny,rock,junior,10.6,1.3,1,2024-11-10 00:00:00
885,EXC003,OP001,dig,55.0,74.0,cloudy,clay,junior,3.7,1.6,1,2024-01-19 00:00:00
886,EXC004,OP009,load,36.7,39.3,cloudy,rock,senior,1.2,13.4,1,2024-02-07 00:00:00
887,EXC002,OP009,grade,36.9,30.4,cloudy,loam,senior,2.7,21.9,1,2024-03-28 00:00:00
888,EXC005,OP004,load,15.6,57.9,rainy,rock,junior,3.5,23.0,1,2024-10-04 00:00:00
889,EXC002,OP009,compact,34.5,41.6,sunny,clay,senior,14.6,10.3,1,2024-01-27 00:00:00
890,EXC002,OP010,trench,73.6,97.4,rainy,loam,mid,14.4,2.9,0,2024-04-03 00:00:00
891,EXC004,OP009,dig,52.4,49.1,windy,loam,senior,9.9,12.3,1,2024-12-24 00:00:00
892,EXC003,OP009,trench,73.7,83.7,cloudy,clay,senior,13.4,7.3,1,2024-04-24 00:00:00
893,EXC002,OP007,load,30.6,22.8,cloudy,sand,senior,5.1,23.1,1,2024-08-07 00:00:00
894,EXC001,OP002,load,31.9,40.8,rainy,sand,senior,7.0,8.1,1,2024-08-09 00:00:00
895,EXC003,OP008,compact,36.0,61.5,windy,clay,junior,6.3,11.5,1,2024-09-01 00:00:00
896,EXC005,OP005,trench,68.5,80.3,windy,loam,junior,3.1,15.8,1,2024-10-04 00:00:00
897,EXC002,OP004,dig,61.1,91.8,windy,rock,mid,7.7,9.8,1,2024-04-03 00:00:00
898,EXC001,OP010,load,28.9,38.3,sunny,rock,senior,9.9,4.5,1,2024-10-22 00:00:00
899,EXC005,OP006,compact,40.1,76.9,rainy,loam,junior,12.1,11.7,1,2024-10-24 00:00:00
900,EXC002,OP008,compact,33.3,30.2,cloudy,loam,mid,1.5,5.1,1,2024-10-01 00:00:00
901,EXC003,OP004,compact,35.2,76.6,windy,rock,junior,12.5,21.7,1,2024-12-21 00:00:00
902,EXC001,OP002,grade,44.4,58.1,windy,sand,junior,9.4,3.9,1,2024-06-18 00:00:00
903,EXC001,OP002,trench,76.9,87.8,cloudy,sand,junior,3.3,19.2,1,2024-03-16 00:00:00
904,EXC003,OP004,trench,78.9,84.9,sunny,clay,senior,7.8,22.3,1,2024-06-09 00:00:00
905,EXC001,OP001,compact,45.2,94.9,rainy,clay,junior,13.0,20.9,1,2024-05-11 00:00:00
906,EXC005,OP004,compact,42.9,78.9,rainy,sand,junior,14.9,20.3,1,2024-11-16 00:00:00
907,EXC004,OP008,dig,57.4,104.2,rainy,rock,junior,5.8,2.2,1,2024-06-03 00:00:00
908,EXC003,OP001,load,33.9,43.2,windy,loam,mid,2.6,24.4,1,2024-10-10 00:00:00
909,EXC002,OP003,compact,43.0,49.7,cloudy,clay,senior,5.1,13.3,1,2024-10-22 00:00:00
910,EXC002,OP010,load,37.1,77.4,rainy,sand,junior,12.2,15.5,1,2024-07-29 00:00:00
911,EXC003,OP002,trench,77.5,106.5,rainy,sand,junior,10.9,19.5,1,2024-04-22 00:00:00
912,EXC001,OP005,load,31.1,50.0,cloudy,clay,junior,3.8,24.0,1,2024-10-07 00:00:00
913,EXC001,OP003,compact,48.3,46.5,cloudy,sand,mid,6.8,23.2,1,2024-01-26 00:00:00
914,EXC002,OP004,compact,45.5,48.4,windy,loam,senior,6.5,11.5,1,2024-06-10 00:00:00
915,EXC004,OP008,load,39.5,43.5,cloudy,sand,senior,12.4,1.2,1,2024-07-20 00:00:00
916,EXC002,OP007,dig,56.6,77.8,windy,sand,junior,12.7,1.9,1,2024-03-11 00:00:00
917,EXC001,OP006,dig,52.6,60.2,rainy,loam,senior,7.3,4.7,1,2024-09-17 00:00:00
918,EXC001,OP010,load,25.9,33.1,sunny,loam,senior,11.2,1.5,1,2024-03-17 00:00:00
919,EXC003,OP003,compact,40.4,38.5,cloudy,loam,mid,4.2,9.0,0,2024-09-13 00:00:00
920,EXC001,OP006,dig,60.3,87.6,rainy,loam,junior,12.3,7.1,0,2024-06-04 00:00:00
921,EXC005,OP001,trench,67.0,94.3,rainy,loam,mid,13.3,21.8,1,2024-12-29 00:00:00
922,EXC003,OP006,compact,33.3,58.0,rainy,sand,junior,13.1,24.6,1,2024-05-14 00:00:00
923,EXC005,OP010,compact,36.2,50.4,rainy,loam,mid,2.2,13.9,1,2024-01-18 00:00:00
924,EXC005,OP003,dig,47.4,42.7,cloudy,loam,mid,8.2,12.7,1,2024-08-05 00:00:00
925,EXC002,OP005,load,32.4,38.7,windy,clay,mid,0.6,18.6,1,2024-08-06 00:00:00
926,EXC003,OP005,compact,41.3,76.3,rainy,clay,mid,12.4,9.2,1,2024-10-16 00:00:00
927,EXC001,OP003,grade,54.5,74.5,rainy,rock,senior,6.9,8.4,1,2024-02-12 00:00:00
928,EXC001,OP006,trench,72.2,65.9,cloudy,loam,senior,4.8,23.4,1,2024-11-10 00:00:00
929,EXC005,OP005,dig,55.0,69.6,cloudy,clay,mid,13.3,10.6,1,2024-12-02 00:00:00
930,EXC003,OP006,load,31.4,53.2,rainy,loam,senior,12.5,22.7,1,2024-06-06 00:00:00
931,EXC005,OP010,grade,58.1,55.2,sunny,loam,mid,6.3,10.7,1,2024-07-08 00:00:00
932,EXC001,OP006,load,29.5,37.5,sunny,sand,junior,6.0,1.2,0,2024-06-20 00:00:00
933,EXC002,OP004,load,29.9,42.7,windy,loam,senior,15.0,7.5,1,2024-06-11 00:00:00
934,EXC001,OP010,grade,36.4,69.8,rainy,rock,mid,3.8,3.8,1,2024-06-13 00:00:00
935,EXC003,OP010,dig,54.9,71.7,cloudy,rock,mid,10.9,7.2,1,2024-08-09 00:00:00
936,EXC003,OP010,grade,46.7,68.6,cloudy,rock,mid,5.3,20.0,1,2024-11-03 00:00:00
937,EXC005,OP001,grade,38.9,68.7,rainy,sand,mid,13.4,14.5,1,2024-06-20 00:00:00
938,EXC003,OP009,grade,47.0,80.5,rainy,clay,junior,2.1,12.4,1,2024-05-20 00:00:00
939,EXC002,OP006,grade,45.4,75.1,cloudy,rock,junior,7.5,22.9,1,2024-01-05 00:00:00
940,EXC005,OP003,grade,59.4,70.8,cloudy,clay,mid,3.7,9.7,1,2024-12-14 00:00:00
941,EXC002,OP004,dig,54.3,59.5,sunny,clay,senior,1.2,3.3,1,2024-08-11 00:00:00
942,EXC005,OP004,dig,55.5,96.0,windy,rock,junior,1.3,21.2,1,2024-10-23 00:00:00
943,EXC001,OP006,load,37.2,55.8,rainy,clay,senior,14.6,1.4,1,2024-12-16 00:00:00
944,EXC004,OP002,grade,40.2,56.4,cloudy,rock,senior,5.5,16.8,1,2024-04-19 00:00:00
945,EXC005,OP006,compact,34.5,54.4,cloudy,clay,junior,4.8,20.8,1,2024-07-31 00:00:00
946,EXC004,OP010,grade,50.4,64.9,cloudy,rock,senior,0.2,9.3,1,2024-03-09 00:00:00
947,EXC002,OP010,grade,41.1,36.6,cloudy,sand,senior,3.4,6.1,1,2024-07-12 00:00:00
948,EXC004,OP001,grade,39.0,59.5,rainy,sand,mid,7.6,7.5,1,2024-06-16 00:00:00
949,EXC001,OP004,load,23.1,37.8,sunny,sand,junior,7.2,16.8,0,2024-12-13 00:00:00
950,EXC004,OP006,grade,52.2,59.7,sunny,clay,mid,11.1,7.0,1,2024-11-26 00:00:00
951,EXC003,OP004,dig,51.8,59.5,windy,loam,mid,3.1,18.2,0,2024-10-23 00:00:00
952,EXC001,OP007,dig,58.5,79.1,windy,loam,junior,5.2,9.9,1,2024-12-05 00:00:00
953,EXC005,OP009,trench,77.2,81.6,windy,loam,senior,11.8,12.5,1,2024-02-15 00:00:00
954,EXC005,OP007,load,31.2,70.7,windy,rock,junior,0.5,10.6,1,2024-08-28 00:00:00
955,EXC003,OP003,dig,43.9,46.9,cloudy,sand,junior,8.8,6.7,1,2024-03-03 00:00:00
956,EXC004,OP005,compact,35.9,39.4,cloudy,sand,mid,2.8,21.0,1,2024-02-05 00:00:00
957,EXC003,OP009,dig,52.0,66.0,windy,rock,senior,2.4,8.1,1,2024-07-18 00:00:00
958,EXC002,OP002,dig,52.1,70.2,sunny,rock,mid,11.6,14.9,1,2024-11-21 00:00:00
959,EXC005,OP005,load,26.0,22.1,sunny,loam,senior,4.5,9.6,1,2024-09-25 00:00:00
960,EXC001,OP007,load,29.3,50.9,rainy,sand,junior,8.6,13.6,1,2024-09-03 00:00:00
961,EXC003,OP007,compact,43.8,43.9,cloudy,clay,senior,6.2,18.2,1,2024-03-20 00:00:00
962,EXC003,OP010,trench,69.6,80.7,windy,clay,senior,2.4,9.1,1,2024-10-05 00:00:00
963,EXC001,OP010,load,40.1,49.6,rainy,clay,senior,3.4,6.9,1,2024-11-22 00:00:00
964,EXC003,OP001,dig,57.1,85.3,cloudy,clay,junior,0.3,24.4,1,2024-06-29 00:00:00
965,EXC003,OP008,grade,41.3,84.1,cloudy,rock,junior,10.1,17.1,1,2024-05-03 00:00:00
966,EXC001,OP002,compact,31.6,41.2,sunny,clay,mid,6.3,20.1,1,2024-04-18 00:00:00
967,EXC005,OP003,grade,37.3,48.8,sunny,loam,junior,4.6,19.6,1,2024-05-20 00:00:00
968,EXC001,OP007,grade,47.9,61.1,rainy,clay,mid,7.8,12.5,1,2024-03-01 00:00:00
969,EXC003,OP003,dig,56.2,59.8,cloudy,clay,senior,0.2,17.3,1,2024-05-19 00:00:00
970,EXC002,OP003,compact,43.5,48.8,cloudy,sand,senior,14.6,21.3,1,2024-01-06 00:00:00
971,EXC003,OP008,compact,45.2,88.3,rainy,rock,mid,11.5,9.0,1,2024-06-15 00:00:00
972,EXC005,OP007,grade,38.5,45.9,cloudy,sand,junior,3.3,15.7,1,2024-04-16 00:00:00
973,EXC004,OP002,grade,43.6,73.1,windy,loam,junior,10.7,12.8,1,2024-03-31 00:00:00
974,EXC004,OP001,grade,33.9,35.3,windy,loam,senior,0.6,23.0,1,2024-07-07 00:00:00
975,EXC004,OP006,dig,54.7,81.7,sunny,clay,junior,9.2,8.4,1,2024-05-22 00:00:00
976,EXC001,OP002,dig,55.8,82.1,windy,clay,junior,0.8,11.5,1,2024-11-09 00:00:00
977,EXC001,OP009,trench,69.4,74.3,sunny,loam,mid,10.6,16.8,1,2024-09-11 00:00:00
978,EXC005,OP002,compact,44.3,42.6,cloudy,sand,mid,2.1,1.4,1,2024-09-20 00:00:00
979,EXC004,OP005,dig,51.0,51.6,sunny,sand,mid,11.8,19.8,0,2024-03-09 00:00:00
980,EXC005,OP009,load,28.9,21.8,cloudy,loam,senior,5.1,17.7,0,2024-07-23 00:00:00
981,EXC005,OP002,load,30.1,33.0,windy,loam,mid,7.4,2.0,1,2024-05-03 00:00:00
982,EXC003,OP005,dig,56.0,69.3,sunny,clay,junior,10.1,23.4,1,2024-10-06 00:00:00
983,EXC004,OP003,compact,44.6,54.2,sunny,sand,senior,11.0,14.8,1,2024-12-01 00:00:00
984,EXC005,OP004,trench,63.6,88.8,rainy,clay,senior,14.6,11.6,1,2024-11-01 00:00:00
985,EXC002,OP010,grade,43.6,62.5,windy,rock,mid,10.2,17.0,1,2024-10-02 00:00:00
986,EXC004,OP004,compact,41.2,69.3,rainy,rock,senior,8.0,23.4,1,2024-03-03 00:00:00
987,EXC005,OP008,compact,52.0,80.2,rainy,rock,mid,7.1,16.3,1,2024-05-10 00:00:00
988,EXC004,OP009,compact,33.8,56.7,sunny,clay,junior,13.4,4.0,1,2024-11-09 00:00:00
989,EXC002,OP009,grade,42.1,41.7,windy,loam,senior,9.7,23.2,1,2024-07-28 00:00:00
990,EXC004,OP004,load,33.3,53.0,windy,rock,mid,0.3,10.7,1,2024-10-10 00:00:00
991,EXC002,OP009,grade,50.3,54.4,cloudy,loam,mid,11.4,14.5,1,2024-03-21 00:00:00
992,EXC004,OP010,dig,58.3,61.1,sunny,sand,senior,10.1,11.2,1,2024-12-29 00:00:00
993,EXC005,OP007,load,31.3,19.4,cloudy,sand,senior,3.7,17.0,1,2024-12-04 00:00:00
994,EXC005,OP004,grade,46.7,77.3,rainy,clay,junior,3.2,8.9,1,2024-01-18 00:00:00
995,EXC004,OP006,grade,50.9,49.1,cloudy,sand,senior,5.2,13.0,1,2024-04-01 00:00:00
996,EXC003,OP002,compact,39.6,52.6,sunny,clay,senior,5.2,22.3,1,2024-12-15 00:00:00
997,EXC001,OP006,load,25.4,40.2,windy,clay,mid,8.7,10.2,1,2024-11-11 00:00:00
998,EXC005,OP009,compact,50.9,55.4,windy,clay,mid,2.4,16.5,1,2024-06-16 00:00:00
999,EXC005,OP008,trench,68.9,112.7,sunny,rock,junior,13.8,10.5,1,2024-03-21 00:00:00
1000,EXC004,OP010,compact,27.1,26.3,sunny,loam,mid,7.3,1.1,1,2024-12-24 00:00:00
1001,EXC003,OP010,dig,52.5,62.8,windy,clay,senior,4.4,2.3,1,2024-05-26 00:00:00
1002,EXC003,OP003,dig,50.2,64.7,rainy,loam,senior,7.7,21.3,1,2024-03-31 00:00:00
1003,EXC004,OP002,dig,46.5,55.7,sunny,clay,junior,9.8,14.0,1,2024-02-29 00:00:00
1004,EXC004,OP009,trench,77.0,67.4,cloudy,sand,senior,6.8,21.7,1,2024-01-20 00:00:00
1005,EXC003,OP002,dig,50.9,67.7,rainy,clay,mid,0.9,3.4,1,2024-03-31 00:00:00
1006,EXC004,OP007,grade,46.6,56.2,windy,loam,mid,13.9,19.8,1,2024-10-31 00:00:00
1007,EXC003,OP005,load,33.0,33.6,cloudy,loam,mid,5.1,12.6,1,2024-06-04 00:00:00
1008,EXC003,OP010,grade,41.7,53.3,windy,clay,senior,2.8,4.6,1,2024-04-05 00:00:00
1009,EXC002,OP003,dig,54.6,72.9,cloudy,rock,mid,8.5,9.8,1,2024-09-21 00:00:00
1010,EXC004,OP002,grade,47.6,46.0,sunny,sand,mid,3.9,1.1,1,2024-10-09 00:00:00
1011,EXC004,OP008,trench,68.9,79.4,windy,clay,senior,6.1,22.7,1,2024-09-19 00:00:00
1012,EXC004,OP005,grade,44.0,68.0,rainy,clay,mid,2.0,18.8,1,2024-08-04 00:00:00
1013,EXC002,OP009,load,31.4,52.2,windy,clay,mid,13.2,8.2,1,2024-06-13 00:00:00
1014,EXC001,OP008,trench,60.4,90.3,windy,rock,mid,10.2,14.6,0,2024-01-29 00:00:00
